object,comments,href,win16,win32,mac,unix,ce
|general_comments|,||,||,||,||
|style_comments|,||,||,||,||
|A|,||,|/workshop/author/dhtml/reference/objects/A.htm|,|WIN16~302~Accessible through script as of Internet Explorer 4.0 or later.|,|WIN32~302~Accessible through script as of Internet Explorer 4.0 or later.|,|M~302~Accessible through script as of Internet Explorer 4.0 or later.|,|U~4~Accessible through script as of Internet Explorer 4.0 or later.|,|WINCE~4~|
|AREA|,||,|/workshop/author/dhtml/reference/objects/AREA.htm|,|WIN16~302~|,|WIN32~302~|,|M~302~|,|U~4~|,|WINCE~4~|
|BASE|,||,|/workshop/author/dhtml/reference/objects/BASE.htm|,|WIN16~302~|,|WIN32~302~|,|M~302~|,|U~4~|,|WINCE~4~|
|FORM|,||,|/workshop/author/dhtml/reference/objects/FORM.htm|,|WIN16~302~Accessible through script as of Internet Explorer 4.0 or later.|,|WIN32~302~Accessible through script as of Internet Explorer 4.0 or later.|,|M~302~Accessible through script as of Internet Explorer 4.0 or later.|,|U~4~Accessible through script as of Internet Explorer 4.0 or later.|,|WINCE~4~|

