object,comments,href,win16,win32,mac,unix,ce
|general_comments|,|Accessible only as an HTML attribute through Internet Explorer 3.02, and via script as of Internet Explorer 4.0 or later.|,||,||,||
|style_comments|,||,||,||,||
|EMBED|,||,|/workshop/author/dhtml/reference/objects/EMBED.htm|,|WIN16~302~|,|WIN32~302~|,|M~302~|,|U~4~|,|WINCE~4~|

