cssattr,prop,propurl,css_desc
|ro--selected-color|,|roSelectedColor|,|/workshop/author/behaviors/library/rowover/roSelectedColor.htm|,|Sets or retrieves the text color for the selected table row when using the rowover behavior.|
|ro--light-background|,|roLightBackground|,|/workshop/author/behaviors/library/rowover/roLightBackground.htm|,|Sets or retrieves the light color for alternately striped table rows when using the rowover behavior.|
|ro--selected-background|,|roSelectedBackground|,|/workshop/author/behaviors/library/rowover/roSelectedBackground.htm|,|Sets or retrieves the background color for the selected table row when using the rowover behavior.|
|ro--hover-color|,|roHoverColor|,|/workshop/author/behaviors/library/rowover/roHoverColor.htm|,|Sets or retrieves the text color for the highlighted table row when using the rowover behavior.|
|ro--hover-background|,|roHoverBackground|,|/workshop/author/behaviors/library/rowover/roHoverBackground.htm|,|Sets or retrieves the background color displayed when the mouse cursor hovers over a table row for the rowover behavior.|
|ro--shade-background|,|roShadeBackground|,|/workshop/author/behaviors/library/rowover/roShadeBackground.htm|,|Sets or retrieves the shade color for alternately striped table rows when using the rowover behavior.|
