ref_persistent:string,ref_dynamic:string,ref_link:string,invoke_kind:INT,pers_icon:string,dyn_icon:string,datatype:INT,ref_desc:string
|DYNAMIC|,|dynamic|,|/workshop/author/behaviors/library/slider/dynamic.htm|,6,|/workshop/graphics/attribute.gif|,|/workshop/graphics/prop_rw.gif|,1,|Specifies whether the <a href="/workshop/author/behaviors/library/slider/onchange.htm">onchange</a> event continually fires while the slider is in motion.|
|MAX|,|max|,|/workshop/author/behaviors/library/slider/max.htm|,6,|/workshop/graphics/attribute.gif|,|/workshop/graphics/prop_rw.gif|,22,|Sets or retrieves the highest value on a continuous range of possible values for the slider behavior.|
|MIN|,|min|,|/workshop/author/behaviors/library/slider/min.htm|,6,|/workshop/graphics/attribute.gif|,|/workshop/graphics/prop_rw.gif|,22,|Sets or retrieves the lowest value on a continuous range of possible values for the slider behavior.|
|TICKINTERVAL|,|tickInterval|,|/workshop/author/behaviors/library/slider/tickInterval.htm|,6,|/workshop/graphics/attribute.gif|,|/workshop/graphics/prop_rw.gif|,22,|Sets or retrieves the number of ticks representing one unit of value for the slider behavior.|
|TICKNUMBER|,|tickNumber|,|/workshop/author/behaviors/library/slider/tickNumber.htm|,6,|/workshop/graphics/attribute.gif|,|/workshop/graphics/prop_rw.gif|,22,|Sets or retrieves the total number of ticks on the slider behavior.|
|null|,|onchange|,|/workshop/author/behaviors/library/slider/onchange.htm|,8,|null|,|/workshop/graphics/event.gif|,1,|Fires when the value of the slider behavior changes.|
|null|,|onerror|,|/workshop/author/behaviors/library/slider/onerror.htm|,8,|null|,|/workshop/graphics/event.gif|,1,|Fires when an incorrect value is set for the slider behavior changes.|
