cssattr,prop,propurl,css_desc
|sl--tick-color|,|slTickColor|,|/workshop/author/behaviors/library/slider/slTickColor.htm|,|Sets or retrieves the color of the ticks for the slider behavior.|
|sl--snap|,|slSnap|,|/workshop/author/behaviors/library/slider/slSnap.htm|,|Specifies whether the slider is automatically positioned over the nearest tick mark when the mouse button is released.|
|sl--tick-style|,|slTickStyle|,|/workshop/author/behaviors/library/slider/slTickStyle.htm|,|Sets or retrieves the location of the ticks for the slider behavior.|
|sl--orientation|,|slOrientation|,|/workshop/author/behaviors/library/slider/slOrientation.htm|,|Sets or retrieves whether the slider bar for the slider behavior will render horizontally or vertically.|
|sl--bar-color|,|slBarColor|,|/workshop/author/behaviors/library/slider/slBarColor.htm|,|Sets or retrieves the background color of the slider bar.|
