ref_persistent:string,ref_dynamic:string,ref_link:string,invoke_kind:INT,pers_icon:string,dyn_icon:string,datatype:INT,ref_desc:string
|null|,|borderTopColor|,|/workshop/author/dhtml/reference/properties/borderTopColor.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the color of the top border of the <SPAN REPLACE>object</SPAN>.|
|null|,|borderTopStyle|,|/workshop/author/dhtml/reference/properties/borderTopStyle.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the style of the top border of the <SPAN REPLACE>object</SPAN>.|
|null|,|borderTopWidth|,|/workshop/author/dhtml/reference/properties/borderTopWidth.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the width of the top border of the <SPAN REPLACE>object</SPAN>.|
|null|,|borderWidth|,|/workshop/author/dhtml/reference/properties/borderWidth.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the width of the left, right, top, and bottom borders of the <SPAN REPLACE>object</SPAN>.|
|null|,|bottom|,|/workshop/author/dhtml/reference/properties/bottom_1.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the bottom position of the <SPAN REPLACE>object</SPAN> in relation to the bottom of the next positioned object in the document hierarchy.|
|null|,|clear|,|/workshop/author/dhtml/reference/properties/clear_0.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves whether the <SPAN REPLACE>object</SPAN> allows floating objects on its left and/or right sides, so that the next text displays past the floating objects.|
|null|,|clip|,|/workshop/author/dhtml/reference/properties/clip.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves which part of a positioned <SPAN REPLACE>object</SPAN> is visible.|
|null|,|color|,|/workshop/author/dhtml/reference/properties/color_1.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the color of the text of the <SPAN REPLACE>object</SPAN>.|
|null|,|cssText|,|/workshop/author/dhtml/reference/properties/cssText.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the persisted representation of the style rule.|
|null|,|cursor|,|/workshop/author/dhtml/reference/properties/cursor.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the type of cursor to display as the mouse pointer moves over the <SPAN REPLACE>object</SPAN>.|
|null|,|direction|,|/workshop/author/dhtml/reference/properties/direction_1.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the reading order of the specified <SPAN REPLACE>object</SPAN>.|
|null|,|filter|,|/workshop/author/dhtml/reference/properties/filter.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the filter or collection of filters applied to the <SPAN REPLACE>object</SPAN>.|
|null|,|styleFloat|,|/workshop/author/dhtml/reference/properties/float.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves on which side of the <SPAN REPLACE>object</SPAN> the text will flow.|
|null|,|font|,|/workshop/author/dhtml/reference/properties/font.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves up to six separate <B>font</B> properties of the <SPAN REPLACE>object</SPAN>.|
|null|,|fontFamily|,|/workshop/author/dhtml/reference/properties/fontFamily.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the name of the font used for text in the <SPAN REPLACE>object</SPAN>.|
|null|,|fontSize|,|/workshop/author/dhtml/reference/properties/fontSize.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the size of the font used for text in the <SPAN REPLACE>object</SPAN>.|
|null|,|fontStyle|,|/workshop/author/dhtml/reference/properties/fontStyle.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the font style of the <SPAN REPLACE>object</SPAN> as italic, normal, or oblique.|
|null|,|fontVariant|,|/workshop/author/dhtml/reference/properties/fontVariant.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves whether the text of the <SPAN REPLACE>object</SPAN> is in small capital letters.|
|null|,|fontWeight|,|/workshop/author/dhtml/reference/properties/fontWeight.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the weight of the font of the <SPAN REPLACE>object</SPAN>.|
|null|,|height|,|/workshop/author/dhtml/reference/properties/height_1.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the height of the <SPAN REPLACE>object</SPAN>.|
|null|,|layoutGrid|,|/workshop/author/dhtml/reference/properties/layoutGrid.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the composite document grid properties that specify the layout of text characters.|
|null|,|layoutGridChar|,|/workshop/author/dhtml/reference/properties/layoutGridChar.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the size of the character grid used for rendering the text content of an element.|
|null|,|layoutGridCharSpacing|,|/workshop/author/dhtml/reference/properties/layoutGridCharSpacing.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the character spacing used for rendering the text content of an element with the <a href="/workshop/author/dhtml/reference/properties/layoutGridType.htm">layout-grid-type</a> attribute set to <span class="clsLiteral">loose</span>.|
|null|,|layoutGridLine|,|/workshop/author/dhtml/reference/properties/layoutGridLine.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the grid line value used for rendering the text content of an element.|
|null|,|layoutGridMode|,|/workshop/author/dhtml/reference/properties/layoutGridMode.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves whether the text layout grid uses two dimensions.|
|null|,|layoutGridType|,|/workshop/author/dhtml/reference/properties/layoutGridType.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the type of grid used for rendering the text content of an element.|
|null|,|left|,|/workshop/author/dhtml/reference/properties/left.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the position of the <SPAN REPLACE>object</SPAN> relative to the left edge of the next positioned object in the document hierarchy.|
|null|,|letterSpacing|,|/workshop/author/dhtml/reference/properties/letterSpacing.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the amount of additional space between letters in the <SPAN REPLACE>object</SPAN>.|
|null|,|lineHeight|,|/workshop/author/dhtml/reference/properties/lineHeight.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the distance between lines in the <SPAN REPLACE>object</SPAN>.|
|null|,|listStyle|,|/workshop/author/dhtml/reference/properties/listStyle.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves up to three separate listStyle properties of the <SPAN REPLACE>object</SPAN>.|
|null|,|listStyleImage|,|/workshop/author/dhtml/reference/properties/listStyleImage.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves which image to use as a list-item marker for the <SPAN REPLACE>object</SPAN>.|
|null|,|listStylePosition|,|/workshop/author/dhtml/reference/properties/listStylePosition.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves how the list-item marker is drawn relative to the content of the <SPAN REPLACE>object</SPAN>.|
|null|,|listStyleType|,|/workshop/author/dhtml/reference/properties/listStyleType.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the predefined type of the line-item marker for the <SPAN REPLACE>object</SPAN>.|
|null|,|margin|,|/workshop/author/dhtml/reference/properties/margin.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the width of the left, right, bottom, and top margins of the <SPAN REPLACE>object</SPAN>.|
|null|,|marginBottom|,|/workshop/author/dhtml/reference/properties/marginBottom.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the height of the bottom margin of the <SPAN REPLACE>object</SPAN>.|
|null|,|marginLeft|,|/workshop/author/dhtml/reference/properties/marginLeft.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the width of the left margin of the <SPAN REPLACE>object</SPAN>.|
|null|,|marginRight|,|/workshop/author/dhtml/reference/properties/marginRight.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the width of the right margin of the <SPAN REPLACE>object</SPAN>.|
|null|,|marginTop|,|/workshop/author/dhtml/reference/properties/marginTop.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the height of the top margin of the <SPAN REPLACE>object</SPAN>.|
|null|,|overflow|,|/workshop/author/dhtml/reference/properties/overflow.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves how to manage the content of the <SPAN REPLACE>object</SPAN> when the content exceeds the height and/or width of the <SPAN REPLACE>object</SPAN>.|
|null|,|overflowX|,|/workshop/author/dhtml/reference/properties/overflowX.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves how to manage the content of the <SPAN REPLACE>object</SPAN> when the content exceeds the width of the <SPAN REPLACE>object</SPAN>.|
|null|,|overflowY|,|/workshop/author/dhtml/reference/properties/overflowY.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves how to manage the content of the <SPAN REPLACE>object</SPAN> when the content exceeds the height of the <SPAN REPLACE>object</SPAN>.|
|null|,|pageBreakAfter|,|/workshop/author/dhtml/reference/properties/pageBreakAfter.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves whether a page break occurs after the <SPAN REPLACE>object</SPAN>.|
|null|,|pageBreakBefore|,|/workshop/author/dhtml/reference/properties/pageBreakBefore.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves whether a page break occurs before the <SPAN REPLACE>object</SPAN>.|
|null|,|pixelBottom|,|/workshop/author/dhtml/reference/properties/pixelBottom.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,22,|Sets or retrieves the bottom position of the <SPAN REPLACE>object</SPAN>.|
|null|,|pixelHeight|,|/workshop/author/dhtml/reference/properties/pixelHeight.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,22,|Sets or retrieves the height of the <SPAN REPLACE>object</SPAN>.|
|null|,|pixelLeft|,|/workshop/author/dhtml/reference/properties/pixelLeft.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,22,|Sets or retrieves the left position of the <SPAN REPLACE>object</SPAN>.|
|null|,|pixelRight|,|/workshop/author/dhtml/reference/properties/pixelRight.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,22,|Sets or retrieves the right position of the <SPAN REPLACE>object</SPAN>.|
|null|,|pixelTop|,|/workshop/author/dhtml/reference/properties/pixelTop.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,22,|Sets or retrieves the top position of the <SPAN REPLACE>object</SPAN>.|
|null|,|pixelWidth|,|/workshop/author/dhtml/reference/properties/pixelWidth.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,22,|Sets or retrieves the width of the <SPAN REPLACE>object</SPAN>.|
|null|,|posBottom|,|/workshop/author/dhtml/reference/properties/posBottom.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,22,|Sets or retrieves the bottom position of the <SPAN REPLACE>object</SPAN> in the units specified by the cascading style sheets (CSS) <A ID="TOPIC_CONTENTS" HREF="/workshop/author/dhtml/reference/properties/bottom_1.htm">bottom</A> attribute.|
|null|,|posHeight|,|/workshop/author/dhtml/reference/properties/posHeight.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,22,|Sets or retrieves the height of the <SPAN REPLACE>object</SPAN> in the units specified by the cascading style sheets (CSS) <A ID="TOPIC_CONTENTS" HREF="/workshop/author/dhtml/reference/properties/height_1.htm#height">height</A> attribute.|
|null|,|position|,|/workshop/author/dhtml/reference/properties/position.htm|,2,|null|,|/workshop/graphics/prop_ro.gif|,8,|Retrieves the type of positioning used for the <SPAN REPLACE>object</SPAN>.|
|null|,|posLeft|,|/workshop/author/dhtml/reference/properties/posLeft.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,22,|Sets or retrieves the left position of the <SPAN REPLACE>object</SPAN> in the units specified by the cascading style sheets (CSS) <A ID="NEXT_TOPIC" HREF="/workshop/author/dhtml/reference/properties/left.htm#left">left</A> attribute.|
|null|,|posRight|,|/workshop/author/dhtml/reference/properties/posRight.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,22,|Sets or retrieves the right position of the <SPAN REPLACE>object</SPAN> in the units specified by the cascading style sheets (CSS) <A ID="NEXT_TOPIC" HREF="/workshop/author/dhtml/reference/properties/right_1.htm#right">right</A> attribute.|
|null|,|posTop|,|/workshop/author/dhtml/reference/properties/posTop.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,22,|Sets or retrieves the top position of the <SPAN REPLACE>object</SPAN> in the units specified by the cascading style sheets (CSS) <A ID="NEXT_TOPIC" HREF="/workshop/author/dhtml/reference/properties/top_0.htm#top">top</A> attribute.|
|null|,|posWidth|,|/workshop/author/dhtml/reference/properties/posWidth.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,22,|Sets or retrieves the width of the <SPAN REPLACE>object</SPAN> in the units specified by the cascading style sheets (CSS) <A HREF="/workshop/author/dhtml/reference/properties/width_2.htm#width">width</A> attribute.|
|null|,|right|,|/workshop/author/dhtml/reference/properties/right_1.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the position of the <SPAN REPLACE>object</SPAN> relative to the right edge of the next positioned object in the document hierarchy.|
|null|,|tableLayout|,|/workshop/author/dhtml/reference/properties/tableLayout.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves whether the table layout is fixed.|
|null|,|textAlign|,|/workshop/author/dhtml/reference/properties/textAlign.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves whether the text in the <SPAN REPLACE>object</SPAN> is left-aligned, right-aligned, centered, or justified.|
|null|,|textDecoration|,|/workshop/author/dhtml/reference/properties/textDecoration.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves whether the text in the <SPAN REPLACE>object</SPAN> has blink, line-through, overline, or underline decorations.|
|null|,|textIndent|,|/workshop/author/dhtml/reference/properties/textIndent.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the indentation of the text in the <SPAN REPLACE>object</SPAN>.|
|null|,|textTransform|,|/workshop/author/dhtml/reference/properties/textTransform.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the rendering of the text in the <SPAN REPLACE>object</SPAN>.|
|null|,|textDecorationLineThrough|,|/workshop/author/dhtml/reference/properties/textDecorationLineThrough.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,11,|Sets or retrieves whether the text in the <SPAN REPLACE>object</SPAN> has a line drawn through it.|
|null|,|textDecorationNone|,|/workshop/author/dhtml/reference/properties/textDecorationNone.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,11,|Sets or retrieves whether the <A HREF="/workshop/author/dhtml/reference/properties/textDecoration.htm#textDecoration">textDecoration</A> property for the <SPAN REPLACE>object</SPAN> has been set to <SPAN class="clsLiteral">none</SPAN>.|
|null|,|textDecorationOverline|,|/workshop/author/dhtml/reference/properties/textDecorationOverline.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,11,|Sets or retrieves whether the text in the <SPAN REPLACE>object</SPAN> has a line drawn over it.|
|null|,|textDecorationUnderline|,|/workshop/author/dhtml/reference/properties/textDecorationUnderline.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,11,|Sets or retrieves whether the text in the <SPAN REPLACE>object</SPAN> is underlined.|
|null|,|top|,|/workshop/author/dhtml/reference/properties/top_0.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the position of the <SPAN REPLACE>object</SPAN> relative to the top of the next positioned object in the document hierarchy.|
|null|,|unicodeBidi|,|/workshop/author/dhtml/reference/properties/unicodeBidi.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the level of embedding with respect to the bidirectional algorithm.|
|null|,|verticalAlign|,|/workshop/author/dhtml/reference/properties/verticalAlign.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the vertical positioning of the <SPAN REPLACE>object</SPAN>.|
|null|,|visibility|,|/workshop/author/dhtml/reference/properties/visibility.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves whether the content of the <SPAN REPLACE>object</SPAN> is displayed.|
|null|,|width|,|/workshop/author/dhtml/reference/properties/width_2.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the width of the <SPAN REPLACE>object</SPAN>.|
|null|,|zIndex|,|/workshop/author/dhtml/reference/properties/zIndex.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,12,|Sets or retrieves the stacking order of positioned <SPAN REPLACE>object</SPAN>s.|
