cssattr,prop,propurl,css_desc
|color|,|color|,|/workshop/author/behaviors/library/mpc/color.htm|,|Sets or retrieves the container text color of the mpc behavior.|
|background-color|,|backgroundColor|,|/workshop/author/behaviors/library/mpc/backgroundColor.htm|,|Sets or retrieves the container background color of the mpc behavior.|
|width|,|width|,|/workshop/author/behaviors/library/mpc/width.htm|,|Sets or retrieves the container width of the mpc behavior.|
|height|,|height|,|/workshop/author/behaviors/library/mpc/height.htm|,|Sets or retrieves the container height of the mpc behavior.|
|td--tab-orientation|,|tdTabOrientation|,|/workshop/author/behaviors/library/mpc/tdTabOrientation.htm|,|Sets or retrieves the location of the tabs within the container of the mpc behavior.|
