ref_persistent:string,ref_dynamic:string,ref_link:string,invoke_kind:INT,pers_icon:string,dyn_icon:string,datatype:INT,ref_desc:string
|null|,|expires|,|/workshop/author/behaviors/reference/properties/expires.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the expiration date of data persisted with the <a href="/workshop/author/behaviors/reference/behaviors/userData.htm">userData</a> behavior. |
|null|,|XMLDocument|,|/workshop/author/behaviors/reference/properties/XMLDocument.htm|,2,|null|,|/workshop/graphics/prop_ro.gif|,9,|Returns a reference to the XML Object Model exposed by the object.|
