ref_persistent:string,ref_dynamic:string,ref_link:string,invoke_kind:INT,pers_icon:string,dyn_icon:string,datatype:INT,ref_desc:string
|GROUP|,|group|,|/workshop/author/behaviors/library/coolbutton/group.htm|,6,|/workshop/graphics/attribute.gif|,|/workshop/graphics/prop_rw.gif|,8,|Specifies that the button belongs to a group that acts exclusively for the coolbutton behavior.|
|HOVERIMAGE|,|hoverImage|,|/workshop/author/behaviors/library/coolbutton/hoverImage.htm|,6,|/workshop/graphics/attribute.gif|,|/workshop/graphics/prop_rw.gif|,8,|Specifies the image source to display when the mouse hovers over the coolbutton behavior.|
|IMAGE|,|image|,|/workshop/author/behaviors/library/coolbutton/image.htm|,6,|/workshop/graphics/attribute.gif|,|/workshop/graphics/prop_rw.gif|,8,|Specifies the image source to display for the coolbutton behavior.|
|STATE|,|state|,|/workshop/author/behaviors/library/coolbutton/state.htm|,2,|/workshop/graphics/attribute.gif|,|/workshop/graphics/prop_ro.gif|,1,|Retrieves whether the button is pressed for the coolbutton behavior.|
|TYPE|,|type|,|/workshop/author/behaviors/library/coolbutton/type.htm|,6,|/workshop/graphics/attribute.gif|,|/workshop/graphics/prop_rw.gif|,1,|Sets or retrieves the ToolTip that is displayed when the mouse hovers over the coolbutton behavior.|
