ref_persistent:string,ref_dynamic:string,ref_link:string,invoke_kind:INT,pers_icon:string,dyn_icon:string,datatype:INT,ref_desc:string
|null|,|getAttribute|,|/workshop/author/behaviors/reference/methods/getAttribute_2.htm|,1,|null|,|/workshop/graphics/method.gif|,1,|Retrieves the value of the specified attribute.|
|null|,|load|,|/workshop/author/behaviors/reference/methods/load.htm|,1,|null|,|/workshop/graphics/method.gif|,1,|Loads an object participating in userData persistence from a UserData store.|
|null|,|removeAttribute|,|/workshop/author/behaviors/reference/methods/removeAttribute_1.htm|,1,|null|,|/workshop/graphics/method.gif|,1,|Removes the specified attribute from the object.|
|null|,|save|,|/workshop/author/behaviors/reference/methods/save.htm|,1,|null|,|/workshop/graphics/method.gif|,1,|Saves an object participating in userData persistence to a UserData store.|
|null|,|setAttribute|,|/workshop/author/behaviors/reference/methods/setAttribute_1.htm|,1,|null|,|/workshop/graphics/method.gif|,1,|Sets the value of the specified attribute.|
|null|,|expires|,|/workshop/author/behaviors/reference/properties/expires.htm|,6,|null|,|/workshop/graphics/prop_rw.gif|,8,|Sets or retrieves the expiration date of data persisted with the userData behavior.|
|null|,|XMLDocument|,|/workshop/author/behaviors/reference/properties/XMLDocument.htm|,2,|null|,|/workshop/graphics/prop_ro.gif|,9,|Retrieves a reference to the XML Document Object Model (DOM) exposed by the object.|
