ref_persistent:string,ref_dynamic:string,ref_link:string,invoke_kind:INT,pers_icon:string,dyn_icon:string,datatype:INT,ref_desc:string
|null|,|navigate|,|/workshop/author/behaviors/reference/methods/navigate.htm|,1,|null|,|/workshop/graphics/method.gif|,1,|Navigates the window to the specified location and displays the contents in folder view.|
|null|,|navigateFrame|,|/workshop/author/behaviors/reference/methods/navigateFrame.htm|,1,|null|,|/workshop/graphics/method.gif|,1,|Navigates the window or frame to the specified location and displays the contents in folder view.|
