object,comments,href,win16,win32,mac,unix,ce
|general_comments|,||,||,||,||,||,||,||
|general_comments|,||,||,||,||,||,||,||
|TABLE|,||,|/workshop/author/dhtml/reference/objects/TABLE.htm|,|WIN16~5~|,|WIN32~5~|,|M~5~|,|U~5~|,|CE~~|
|TBODY|,||,|/workshop/author/dhtml/reference/objects/TBODY.htm|,|WIN16~5~|,|WIN32~5~|,|M~5~|,|U~5~|,|CE~~|
|TFOOT|,||,|/workshop/author/dhtml/reference/objects/TFOOT.htm|,|WIN16~5~|,|WIN32~5~|,|M~5~|,|U~5~|,|CE~~|
|THEAD|,||,|/workshop/author/dhtml/reference/objects/THEAD.htm|,|WIN16~5~|,|WIN32~5~|,|M~5~|,|U~5~|,|CE~~|
