cssattr,prop,propurl,css_desc
|cb--border-width|,|cbBorderWidth|,|/workshop/author/behaviors/library/coolbutton/cbBorderWidth.htm|,|Specifies the width of the button border for the coolbutton behavior.|
|cb--selected-border|,|cbSelectedBorder|,|/workshop/author/behaviors/library/coolbutton/cbSelectedBorder.htm|,|Specifies the border to display when the coolbutton behavior is selected.|
|cb--border-style|,|cbBorderStyle|,|/workshop/author/behaviors/library/coolbutton/cbBorderStyle.htm|,|Specifies the rendered border style for the coolbutton behavior.|
|cb--selected-background|,|cbSelectedBackground|,|/workshop/author/behaviors/library/coolbutton/cbSelectedBackground.htm|,|Specifies the color of the background to display when the coolbutton behavior is selected.|
|cb--hover-border|,|cbHoverBorder|,|/workshop/author/behaviors/library/coolbutton/cbHoverBorder.htm|,|Specifies the border to display when the mouse cursor hovers over the coolbutton behavior.|
|cb--hover-color|,|cbHoverColor|,|/workshop/author/behaviors/library/coolbutton/cbHoverColor.htm|,|Specifies the color of the text to display when the mouse cursor hovers over the coolbutton behavior.|
|cb--hover-background|,|cbHoverBackground|,|/workshop/author/behaviors/library/coolbutton/cbHoverBackground.htm|,|Specifies the color of the background to display when the mouse cursor hovers over the coolbutton behavior.|
